Hayden Hurst (ATL - TE) ,TB,Sun 1:00PM,TB -11,,50.5,20,93,69,-24,0,2500,0,0
 I,,,,,,,,,,,,,
Michael Jacobson (IND - TE) ,@HOU,Sun 1:00PM,IND -9,,45.5,27.5,130,130,0,0,2500,0,0
,,,,,,,,,,,,,
Nick Bowers (LV - TE) ,WAS,Sun 4:05PM,LV -2.5,,49.5,26,116,111,-5,0,2500,0,0
 I,,,,,,,,,,,,,
Farrod Green (IND - TE) ,@HOU,Sun 1:00PM,IND -9,,45.5,27.5,115,110,-5,0,2500,0,0
,,,,,,,,,,,,,
Noah Togiai (PHI - TE) ,@NYJ,Sun 1:00PM,PHI -6.5,,45.5,26,111,106,-5,0,2500,0,0
,,,,,,,,,,,,,
Dax Raymond (PIT - TE) ,BAL,Sun 4:25PM,BAL -4.5,,44,20,105,93,-12,0,2500,0,0
,,,,,,,,,,,,,
Jacob Harris (LAR - TE) ,JAC,Sun 4:05PM,LAR -12.5,,47.5,30,123,122,-1,0,2500,0,0
 I,,,,,,,,,,,,,
Ben Ellefson (MIN - TE) ,@DET,Sun 1:00PM,MIN -7,,46.5,27,112,107,-5,0,2500,0,0
 I,,,,,,,,,,,,,
Codey McElroy (TB - TE) ,@ATL,Sun 1:00PM,TB -11,,50.5,31,99,79,-20,0,2500,0,0
,,,,,,,,,,,,,
Hunter Kampmoyer (LAC - TE) ,@CIN,Sun 1:00PM,CIN -3,,50.5,24,124,124,0,0,2500,0,0
,,,,,,,,,,,,,
Tony Poljan (BAL - TE) ,@PIT,Sun 4:25PM,BAL -4.5,,44,24.5,120,118,-2,0,2500,0,0
,,,,,,,,,,,,,
John Raine (ATL - TE) ,TB,Sun 1:00PM,TB -11,,50.5,20,126,126,0,0,2500,0,0
,,,,,,,,,,,,,
Thaddeus Moss (CIN - TE) ,LAC,Sun 1:00PM,CIN -3,,50.5,27,109,103,-6,0,2500,0,0
,,,,,,,,,,,,,
Kenny Yeboah (NYJ - TE) ,PHI,Sun 1:00PM,PHI -6.5,,45.5,19.5,118,116,-2,0,2500,0,0
,,,,,,,,,,,,,
Irv Smith Jr. (MIN - TE) ,@DET,Sun 1:00PM,MIN -7,,46.5,27,103,91,-12,0,2500,0,0
 I,,,,,,,,,,,,,
Nick Eubanks (DET - TE) ,MIN,Sun 1:00PM,MIN -7,,46.5,20,119,117,-2,0,2500,0,0
,,,,,,,,,,,,,
Jake Hausmann (NYG - TE) ,@MIA,Sun 1:00PM,MIA -4,,40.5,18.5,129,129,0,0,2500,0,0
,,,,,,,,,,,,,
Matt Bushman (LV - TE) ,WAS,Sun 4:05PM,LV -2.5,,49.5,26,121,120,-1,0,2500,0,0
